127.0.0.1 - - [23/Jan/2023:14:51:09 +0100] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:07:08 +0100] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:07:08 +0100] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:07:08 +0100] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:07:08 +0100] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:07:08 +0100] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:08:04 +0100] "GET /medicare/cart/add/5/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:08:04 +0100] "GET /medicare/cart/show?result=added HTTP/1.1" 200 8262
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:08:05 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:08:11 +0100] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:08:12 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:08:12 +0100] "GET /medicare/json/data/all/products?_=1674482892457 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:14 +0100] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:15 +0100] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:16 +0100] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:16 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:16 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:16 +0100] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:16 +0100] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:16 +0100] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:16 +0100] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:16 +0100] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:16 +0100] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:19 +0100] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:21 +0100] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:21 +0100] "GET /medicare/ HTTP/1.1" 200 11068
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:21 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:21 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:23 +0100] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:24 +0100] "GET /medicare/cart/add/1/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:25 +0100] "GET /medicare/cart/show?result=added HTTP/1.1" 200 9407
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:26 +0100] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:27 +0100] "GET /medicare/json/data/all/products?_=1674483027049 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:27 +0100] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:48 +0100] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:10:48 +0100] "GET /medicare/json/data/all/products?_=1674483048719 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:11:02 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:11:52 +0100] "GET /medicare/cart/show HTTP/1.1" 200 9269
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:11:52 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/cart/show HTTP/1.1" 200 9269
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/css/myapp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/js/myapp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:29 +0100] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:30 +0100] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:18:30 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:19:54 +0100] "GET /medicare/cart/validate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:19:55 +0100] "GET /medicare/cart/checkout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:19:56 +0100] "GET /medicare/cart/checkout?execution=e1s1 HTTP/1.1" 200 6271
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:19:57 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:20:17 +0100] "GET /medicare/cart/checkout?execution=e1s1&_eventId_addressSelection&shippingId=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:20:18 +0100] "GET /medicare/cart/checkout?execution=e1s2 HTTP/1.1" 200 6286
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:20:18 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:20:27 +0100] "GET /medicare/cart/checkout?execution=e1s1 HTTP/1.1" 200 6271
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:20:28 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:49 +0100] "GET /medicare/cart/show HTTP/1.1" 200 9269
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/css/myapp.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/js/jquery.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/js/myapp.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:50 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:51 +0100] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:53 +0100] "GET /medicare/cart/validate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:54 +0100] "GET /medicare/cart/checkout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:54 +0100] "GET /medicare/cart/checkout?execution=e1s1 HTTP/1.1" 200 6271
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:54 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:57 +0100] "GET /medicare/cart/checkout?execution=e1s1&_eventId_addressSelection&shippingId=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:57 +0100] "GET /medicare/cart/checkout?execution=e1s2 HTTP/1.1" 200 6286
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:21:58 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:26 +0100] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:27 +0100] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:27 +0100] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:27 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:27 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:28 +0100] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:28 +0100] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:28 +0100] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:28 +0100] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:28 +0100] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:28 +0100] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:30 +0100] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:32 +0100] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:32 +0100] "GET /medicare/ HTTP/1.1" 200 11068
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:33 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:33 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:34 +0100] "GET /medicare/show/1/product HTTP/1.1" 200 7194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:36 +0100] "GET /medicare/cart/add/1/product HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:36 +0100] "GET /medicare/cart/show?result=updated HTTP/1.1" 200 9394
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:37 +0100] "GET /medicare/show/all/products HTTP/1.1" 200 7548
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:38 +0100] "GET /medicare/json/data/all/products?_=1674484238183 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:38 +0100] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:40 +0100] "GET /medicare/cart/show HTTP/1.1" 200 9269
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:41 +0100] "GET /medicare/cart/validate HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:41 +0100] "GET /medicare/cart/checkout HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:41 +0100] "GET /medicare/cart/checkout?execution=e1s1 HTTP/1.1" 200 6271
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:43 +0100] "GET /medicare/cart/checkout?execution=e1s1&_eventId_addressSelection&shippingId=2 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:43 +0100] "GET /medicare/cart/checkout?execution=e1s2 HTTP/1.1" 200 6286
0:0:0:0:0:0:0:1 - - [23/Jan/2023:15:30:47 +0100] "GET /medicare/cart/checkout?execution=e1s2&_eventId_pay HTTP/1.1" 200 5827
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/css/dataTables.bootstrap.css HTTP/1.1" 200 4791
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/css/myapp.css HTTP/1.1" 200 3875
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/js/productsController.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/js/angular.js HTTP/1.1" 200 1249863
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/js/jquery.js HTTP/1.1" 200 95788
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/js/jquery.dataTables.js HTTP/1.1" 200 448547
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/js/bootstrap.min.js HTTP/1.1" 200 37045
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/js/jquery.validate.js HTTP/1.1" 200 47689
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/js/dataTables.bootstrap.js HTTP/1.1" 200 4559
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/js/myapp.js HTTP/1.1" 200 10685
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/images/banner1.jpg HTTP/1.1" 200 44759
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:28 +0100] "GET /medicare/resources/images/banner2.jpg HTTP/1.1" 200 32874
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:29 +0100] "GET /medicare/resources/images/banner4.jpg HTTP/1.1" 200 20494
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:29 +0100] "GET /medicare/resources/js/bootbox.min.js HTTP/1.1" 200 9972
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:29 +0100] "GET /medicare/resources/images/banner3.jpg HTTP/1.1" 200 44384
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:29 +0100] "GET /medicare/resources/images/pre-loader.gif HTTP/1.1" 200 59977
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:29 +0100] "GET /medicare/resources/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:29 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:29 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:30 +0100] "GET /medicare/resources/images/PRDDEF123GHIX.jpg HTTP/1.1" 200 230763
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:30 +0100] "GET /medicare/resources/images/PRDABC123DEFX.jpg HTTP/1.1" 200 14444
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:30 +0100] "GET /medicare/resources/images/PRDDEF123DEFX.jpg HTTP/1.1" 200 17459
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:30 +0100] "GET /medicare/resources/images/PRDPQR123WGTX.jpg HTTP/1.1" 200 33392
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:30 +0100] "GET /medicare/resources/images/PRDMNO123PQRX.jpg HTTP/1.1" 200 145629
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:30 +0100] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:33 +0100] "GET /medicare/login HTTP/1.1" 200 3923
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:34 +0100] "POST /medicare/login HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:34 +0100] "GET /medicare/ HTTP/1.1" 200 10813
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:34 +0100] "GET /medicare/json/data/mv/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:34 +0100] "GET /medicare/json/data/mp/products HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:37 +0100] "GET /medicare/manage/product HTTP/1.1" 200 11362
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:37 +0100] "GET /medicare/json/data/admin/all/products?_=1674503497628 HTTP/1.1" 200 1256
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:51:37 +0100] "GET /medicare/resources/images/PRDABCXYZDEFX.jpg HTTP/1.1" 200 28457
0:0:0:0:0:0:0:1 - - [23/Jan/2023:20:54:56 +0100] "GET /medicare/resources/css/bootstrap.min.css.map HTTP/1.1" 200 542194
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:14 +0100] "GET /medicare/ HTTP/1.1" 200 10335
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:14 +0100] "GET /medicare/resources/css/bootstrap.min.css HTTP/1.1" 200 121200
0:0:0:0:0:0:0:1 - - [23/Jan/2023:21:01:14 +0100] "GET /medicare/resources/css/bootstrap-readable-theme.css HTTP/1.1" 200 124547
